state_fid,beta,,0,,,1,,,2,,,3,,,4,,,5,,,6,,,7,,,8,,,9,,,10,,,11,,,12,,,13,,,14,,,15,,,16,,,17,,,18,,,19,
0.25,0,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta
0.148425839,0.54,,0.190417442,0.53,,0.06697846,0.53,,0.120011806,0.53,,0.171356081,0.53,,0.068251723,0.53,,0.06859181,0.53,,0.247129142,0.53,,0.179155364,0.53,,0.094129371,0.53,,0.247442056,0.53,,0.108197047,0.53,,0.081999668,0.53,,0.071394393,0.53,,0.21211712,0.53,,0.144888216,0.53,,0.156579487,0.53,,0.186105572,0.53,,0.192983855,0.53,,0.113929029,0.53,,0.25607092,0.53
0.167400677,0.55,,0.11723536,0.54,,0.067972944,0.54,,0.145704983,0.54,,0.097035992,0.54,,0.221047609,0.54,,0.106084953,0.54,,0.074268575,0.54,,0.14499507,0.54,,0.245393664,0.54,,0.094614081,0.54,,0.230537933,0.54,,0.144128965,0.54,,0.095839702,0.54,,0.139790502,0.54,,0.152451134,0.54,,0.211122429,0.54,,0.248321325,0.54,,0.179903477,0.54,,0.091112962,0.54,,0.160955129,0.54
0.137610663,0.56,,0.184758909,0.55,,0.205940359,0.55,,0.119757761,0.55,,0.190952235,0.55,,0.138701042,0.55,,0.240391667,0.55,,0.087936213,0.55,,0.249851098,0.55,,0.100663805,0.55,,0.136354713,0.55,,0.063289869,0.55,,0.192032238,0.55,,0.238843682,0.55,,0.236990499,0.55,,0.117143665,0.55,,0.235526148,0.55,,0.180553871,0.55,,0.165187338,0.55,,0.083819295,0.55,,0.179319143,0.55
0.135519515,0.57,,0.218408834,0.56,,0.243169007,0.56,,0.228489021,0.56,,0.136450086,0.56,,0.133305112,0.56,,0.081095503,0.56,,0.170241011,0.56,,0.189796406,0.56,,0.090579448,0.56,,0.124182887,0.56,,0.148810633,0.56,,0.113802654,0.56,,0.086215777,0.56,,0.128017692,0.56,,0.165732143,0.56,,0.103834298,0.56,,0.065303506,0.56,,0.065216706,0.56,,0.176697381,0.56,,0.082865157,0.56
0.138550226,0.58,,0.085959856,0.57,,0.193021813,0.57,,0.064684705,0.57,,0.217162795,0.57,,0.07751246,0.57,,0.094501649,0.57,,0.102337138,0.57,,0.085193394,0.57,,0.065258001,0.57,,0.235407772,0.57,,0.226902289,0.57,,0.212861299,0.57,,0.203070861,0.57,,0.086581237,0.57,,0.1346428,0.57,,0.174467075,0.57,,0.149785786,0.57,,0.100462107,0.57,,0.123282938,0.57,,0.07729432,0.57
0.152879438,0.59,,0.097982826,0.58,,0.123016368,0.58,,0.087755251,0.58,,0.117557957,0.58,,0.152890168,0.58,,0.124102433,0.58,,0.103486237,0.58,,0.232004797,0.58,,0.1942814,0.58,,0.161739943,0.58,,0.135335194,0.58,,0.057480665,0.58,,0.081373827,0.58,,0.149030588,0.58,,0.198470661,0.58,,0.221977809,0.58,,0.111292286,0.58,,0.098184383,0.58,,0.081979363,0.58,,0.241062362,0.58
0.137580263,0.6,,0.198988601,0.59,,0.200992174,0.59,,0.173048603,0.59,,0.190431601,0.59,,0.216012276,0.59,,0.190849002,0.59,,0.109281936,0.59,,0.140491146,0.59,,0.089261689,0.59,,0.054311512,0.59,,0.054394633,0.59,,0.09117324,0.59,,0.120032027,0.59,,0.218870318,0.59,,0.246854767,0.59,,0.124865378,0.59,,0.070780957,0.59,,0.101632415,0.59,,0.231929046,0.59,,0.233387444,0.59
0.134764883,0.61,,0.174817861,0.6,,0.162414913,0.6,,0.16524971,0.6,,0.069508025,0.6,,0.237113631,0.6,,0.05773738,0.6,,0.203690286,0.6,,0.086683592,0.6,,0.157822674,0.6,,0.056104091,0.6,,0.053835945,0.6,,0.221771615,0.6,,0.193878831,0.6,,0.151181691,0.6,,0.124997474,0.6,,0.052004884,0.6,,0.108613472,0.6,,0.118308639,0.6,,0.14797737,0.6,,0.207893167,0.6
0.146437268,0.62,,0.237255697,0.61,,0.130681321,0.61,,0.196591365,0.61,,0.053154753,0.61,,0.092076426,0.61,,0.177969279,0.61,,0.107236908,0.61,,0.190039889,0.61,,0.170695314,0.61,,0.204546775,0.61,,0.147222889,0.61,,0.121317612,0.61,,0.107576293,0.61,,0.102779244,0.61,,0.08469432,0.61,,0.21454101,0.61,,0.070286434,0.61,,0.081333553,0.61,,0.141198716,0.61,,0.064099853,0.61
0.092204048,0.63,,0.200154927,0.62,,0.156470798,0.62,,0.048101854,0.62,,0.069044079,0.62,,0.094886573,0.62,,0.130736783,0.62,,0.164663139,0.62,,0.232204211,0.62,,0.092598593,0.62,,0.217955635,0.62,,0.083405485,0.62,,0.198770953,0.62,,0.168026164,0.62,,0.225688131,0.62,,0.145382134,0.62,,0.206783305,0.62,,0.084763424,0.62,,0.193565266,0.62,,0.101369158,0.62,,0.114174752,0.62
0.139517875,0.64,,0.082476035,0.63,,0.125560017,0.63,,0.056330082,0.63,,0.074371194,0.63,,0.085714898,0.63,,0.088799336,0.63,,0.119340054,0.63,,0.060641913,0.63,,0.048019637,0.63,,0.13946029,0.63,,0.087071105,0.63,,0.06606911,0.63,,0.07464138,0.63,,0.049738989,0.63,,0.071997916,0.63,,0.212491143,0.63,,0.078743131,0.63,,0.136058962,0.63,,0.061748395,0.63,,0.124807377,0.63
0.131017754,0.65,,0.208298042,0.64,,0.17768631,0.64,,0.173313211,0.64,,0.10808351,0.64,,0.047193721,0.64,,0.067603961,0.64,,0.048607212,0.64,,0.148643379,0.64,,0.107633019,0.64,,0.144588202,0.64,,0.227640386,0.64,,0.120051341,0.64,,0.221211437,0.64,,0.049869094,0.64,,0.203920686,0.64,,0.178148413,0.64,,0.182356058,0.64,,0.186796278,0.64,,0.05032556,0.64,,0.138387688,0.64
0.118212854,0.66,,0.107100118,0.65,,0.136622284,0.65,,0.060486987,0.65,,0.131962964,0.65,,0.220433645,0.65,,0.170955526,0.65,,0.20120838,0.65,,0.072851139,0.65,,0.052284116,0.65,,0.081890247,0.65,,0.19782715,0.65,,0.106748392,0.65,,0.145292451,0.65,,0.075832117,0.65,,0.053541147,0.65,,0.109826681,0.65,,0.116844909,0.65,,0.16424961,0.65,,0.190124172,0.65,,0.224273044,0.65
0.131581063,0.67,,0.062041177,0.66,,0.181781275,0.66,,0.070307195,0.66,,0.129714782,0.66,,0.18775621,0.66,,0.050433055,0.66,,0.130654469,0.66,,0.086280088,0.66,,0.08326821,0.66,,0.122126624,0.66,,0.043881451,0.66,,0.049997892,0.66,,0.106311557,0.66,,0.217872787,0.66,,0.063498234,0.66,,0.179056116,0.66,,0.192834373,0.66,,0.053882069,0.66,,0.121847954,0.66,,0.230711558,0.66
0.12077754,0.68,,0.081488264,0.67,,0.13074284,0.67,,0.111485039,0.67,,0.137953339,0.67,,0.105697566,0.67,,0.115081243,0.67,,0.044262901,0.67,,0.17175506,0.67,,0.092916031,0.67,,0.220111829,0.67,,0.118358982,0.67,,0.112706512,0.67,,0.123210178,0.67,,0.189064392,0.67,,0.084039131,0.67,,0.113383345,0.67,,0.096672321,0.67,,0.165172999,0.67,,0.229264188,0.67,,0.188255106,0.67
0.124294377,0.69,,0.041248815,0.68,,0.116550847,0.68,,0.228347684,0.68,,0.057237262,0.68,,0.206726277,0.68,,0.076957116,0.68,,0.194457887,0.68,,0.103834181,0.68,,0.070428041,0.68,,0.163560826,0.68,,0.092782135,0.68,,0.16281102,0.68,,0.059071843,0.68,,0.075957453,0.68,,0.042120578,0.68,,0.15474143,0.68,,0.066590939,0.68,,0.128342329,0.68,,0.182073788,0.68,,0.191710351,0.68
0.099983942,0.7,,0.201248677,0.69,,0.092334769,0.69,,0.042125998,0.69,,0.192696475,0.69,,0.212437531,0.69,,0.057974747,0.69,,0.047550925,0.69,,0.037399326,0.69,,0.071947481,0.69,,0.120169901,0.69,,0.206751403,0.69,,0.073058008,0.69,,0.0546088,0.69,,0.193912282,0.69,,0.096524055,0.69,,0.20763266,0.69,,0.197506133,0.69,,0.049201139,0.69,,0.185366278,0.69,,0.145440945,0.69
0.142362722,0.71,,0.1543965,0.7,,0.123420151,0.7,,0.093738058,0.7,,0.099461695,0.7,,0.059060562,0.7,,0.052889893,0.7,,0.165936784,0.7,,0.124910193,0.7,,0.041111042,0.7,,0.048502716,0.7,,0.108082271,0.7,,0.055077635,0.7,,0.071285578,0.7,,0.041922403,0.7,,0.05826376,0.7,,0.157975515,0.7,,0.160218874,0.7,,0.062587779,0.7,,0.132311101,0.7,,0.188526339,0.7
0.101463627,0.72,,0.221322237,0.71,,0.200588867,0.71,,0.194027469,0.71,,0.203124793,0.71,,0.070577503,0.71,,0.104746874,0.71,,0.052940194,0.71,,0.150669936,0.71,,0.187604653,0.71,,0.211219419,0.71,,0.066676986,0.71,,0.191012344,0.71,,0.223111711,0.71,,0.172304821,0.71,,0.131081703,0.71,,0.0499849,0.71,,0.094887485,0.71,,0.083688008,0.71,,0.115682687,0.71,,0.122001853,0.71
0.115853067,0.73,,0.165798315,0.72,,0.095825733,0.72,,0.092759146,0.72,,0.140035307,0.72,,0.036149736,0.72,,0.168367436,0.72,,0.062811655,0.72,,0.04813404,0.72,,0.044852815,0.72,,0.04581998,0.72,,0.166205734,0.72,,0.04681992,0.72,,0.127464941,0.72,,0.152735989,0.72,,0.052944061,0.72,,0.045881662,0.72,,0.11926435,0.72,,0.156579336,0.72,,0.21272449,0.72,,0.048097903,0.72
0.100964002,0.74,,0.150255444,0.73,,0.163696534,0.73,,0.115463568,0.73,,0.08113235,0.73,,0.126769978,0.73,,0.121020127,0.73,,0.034992208,0.73,,0.196854608,0.73,,0.160365629,0.73,,0.20335052,0.73,,0.193550487,0.73,,0.07813156,0.73,,0.032316544,0.73,,0.05988705,0.73,,0.082235503,0.73,,0.07453171,0.73,,0.125539503,0.73,,0.033326926,0.73,,0.07081937,0.73,,0.212821718,0.73
0.100813803,0.75,,0.037111041,0.74,,0.096127986,0.74,,0.061991286,0.74,,0.177603376,0.74,,0.189450321,0.74,,0.061594687,0.74,,0.106275703,0.74,,0.217105921,0.74,,0.128737149,0.74,,0.09350314,0.74,,0.049395463,0.74,,0.190773177,0.74,,0.072073342,0.74,,0.059085715,0.74,,0.103651155,0.74,,0.082728861,0.74,,0.066298726,0.74,,0.097369554,0.74,,0.038767707,0.74,,0.089635737,0.74
0.092180383,0.76,,0.068646356,0.75,,0.071395463,0.75,,0.088207214,0.75,,0.053739043,0.75,,0.06043904,0.75,,0.081945914,0.75,,0.04068435,0.75,,0.070591134,0.75,,0.155360633,0.75,,0.119862753,0.75,,0.034657233,0.75,,0.111974883,0.75,,0.152083294,0.75,,0.097289512,0.75,,0.132483253,0.75,,0.148294165,0.75,,0.135870986,0.75,,0.197619573,0.75,,0.163894228,0.75,,0.031237034,0.75
0.113444072,0.77,,0.038815399,0.76,,0.078381089,0.76,,0.073872966,0.76,,0.049355458,0.76,,0.038445085,0.76,,0.117933,0.76,,0.099438204,0.76,,0.141761505,0.76,,0.147066194,0.76,,0.106445307,0.76,,0.129813439,0.76,,0.06354388,0.76,,0.139974316,0.76,,0.035730571,0.76,,0.037049933,0.76,,0.179626416,0.76,,0.083448185,0.76,,0.106022218,0.76,,0.031488365,0.76,,0.145396135,0.76
0.100704337,0.78,,0.093720403,0.77,,0.174688764,0.77,,0.115346018,0.77,,0.064723417,0.77,,0.072504527,0.77,,0.038295362,0.77,,0.046318939,0.77,,0.080143637,0.77,,0.033104851,0.77,,0.109460848,0.77,,0.164165242,0.77,,0.039007252,0.77,,0.174807516,0.77,,0.164659559,0.77,,0.071915857,0.77,,0.116160308,0.77,,0.211741858,0.77,,0.169042634,0.77,,0.15722167,0.77,,0.171852768,0.77
0.097667126,0.79,,0.073031688,0.78,,0.050464758,0.78,,0.168005277,0.78,,0.045401776,0.78,,0.186886509,0.78,,0.194328017,0.78,,0.14755934,0.78,,0.170709201,0.78,,0.140083471,0.78,,0.051004494,0.78,,0.044036236,0.78,,0.038177326,0.78,,0.042731976,0.78,,0.069929275,0.78,,0.118557324,0.78,,0.111254469,0.78,,0.068302786,0.78,,0.07723948,0.78,,0.151834019,0.78,,0.064549308,0.78
0.115010209,0.8,,0.031602005,0.79,,0.066495824,0.79,,0.071323071,0.79,,0.062513238,0.79,,0.150286903,0.79,,0.052109715,0.79,,0.167494043,0.79,,0.124270904,0.79,,0.038991602,0.79,,0.093873918,0.79,,0.033142609,0.79,,0.183328528,0.79,,0.075254316,0.79,,0.181066604,0.79,,0.148181147,0.79,,0.100909591,0.79,,0.166919099,0.79,,0.087261109,0.79,,0.064930283,0.79,,0.053388008,0.79
0.108235895,0.81,,0.0405386,0.8,,0.061550889,0.8,,0.12223581,0.8,,0.088113502,0.8,,0.097557769,0.8,,0.09220515,0.8,,0.129182415,0.8,,0.118357653,0.8,,0.198997464,0.8,,0.12120851,0.8,,0.04088477,0.8,,0.057732893,0.8,,0.126870555,0.8,,0.205742244,0.8,,0.198410296,0.8,,0.099235463,0.8,,0.024544119,0.8,,0.143588787,0.8,,0.142284017,0.8,,0.190963265,0.8
0.099059505,0.82,,0.098018892,0.81,,0.111595644,0.81,,0.100976307,0.81,,0.150127428,0.81,,0.030579102,0.81,,0.200725785,0.81,,0.107098069,0.81,,0.143586042,0.81,,0.02862659,0.81,,0.06339161,0.81,,0.071318883,0.81,,0.035081419,0.81,,0.106122941,0.81,,0.079338464,0.81,,0.033838326,0.81,,0.128402385,0.81,,0.164634069,0.81,,0.17803145,0.81,,0.131781411,0.81,,0.201443083,0.81
0.094334103,0.83,,0.044236976,0.82,,0.123278332,0.82,,0.146227093,0.82,,0.184165834,0.82,,0.11342874,0.82,,0.183801852,0.82,,0.074492043,0.82,,0.088593487,0.82,,0.131838725,0.82,,0.120156019,0.82,,0.035385964,0.82,,0.030146373,0.82,,0.078934311,0.82,,0.196888641,0.82,,0.054176813,0.82,,0.052938603,0.82,,0.06672722,0.82,,0.079748665,0.82,,0.111497592,0.82,,0.064526823,0.82
0.091056037,0.84,,0.122231833,0.83,,0.066323462,0.83,,0.114781951,0.83,,0.057325322,0.83,,0.02825577,0.83,,0.177471746,0.83,,0.109584899,0.83,,0.026602972,0.83,,0.024185283,0.83,,0.069150195,0.83,,0.153530176,0.83,,0.150917455,0.83,,0.055769314,0.83,,0.129212079,0.83,,0.123949059,0.83,,0.079606139,0.83,,0.069072235,0.83,,0.161061926,0.83,,0.097834195,0.83,,0.069816057,0.83
0.083678857,0.85,,0.079386453,0.84,,0.106432767,0.84,,0.0274367,0.84,,0.028343785,0.84,,0.061163693,0.84,,0.078981865,0.84,,0.083503749,0.84,,0.064298474,0.84,,0.161599423,0.84,,0.176936849,0.84,,0.025181251,0.84,,0.06272743,0.84,,0.116193091,0.84,,0.1541275,0.84,,0.043156636,0.84,,0.091349023,0.84,,0.0230817,0.84,,0.128639339,0.84,,0.150644359,0.84,,0.157936647,0.84
0.085964168,0.86,,0.042672339,0.85,,0.133262983,0.85,,0.185167657,0.85,,0.021372261,0.85,,0.032062371,0.85,,0.024359657,0.85,,0.075721473,0.85,,0.076031003,0.85,,0.051432597,0.85,,0.124210402,0.85,,0.138585375,0.85,,0.030900026,0.85,,0.173871713,0.85,,0.140524803,0.85,,0.158588053,0.85,,0.023228281,0.85,,0.04889821,0.85,,0.112502936,0.85,,0.03685788,0.85,,0.043327114,0.85
0.078931631,0.87,,0.025889947,0.86,,0.043035176,0.86,,0.089893227,0.86,,0.082109612,0.86,,0.1380625,0.86,,0.095230215,0.86,,0.031404656,0.86,,0.031007152,0.86,,0.143030433,0.86,,0.068826287,0.86,,0.019974586,0.86,,0.057832594,0.86,,0.062369269,0.86,,0.152709221,0.86,,0.157541195,0.86,,0.180267948,0.86,,0.093527285,0.86,,0.09451653,0.86,,0.096849362,0.86,,0.055206171,0.86
0.070795308,0.88,,0.154800539,0.87,,0.064645836,0.87,,0.029758477,0.87,,0.115157836,0.87,,0.027779237,0.87,,0.036355235,0.87,,0.03607228,0.87,,0.022402824,0.87,,0.129178057,0.87,,0.020248525,0.87,,0.057455562,0.87,,0.131872787,0.87,,0.145091605,0.87,,0.176985238,0.87,,0.02685688,0.87,,0.022563916,0.87,,0.067459225,0.87,,0.081660413,0.87,,0.148245708,0.87,,0.084042447,0.87
0.08014635,0.89,,0.087815385,0.88,,0.072647748,0.88,,0.02543525,0.88,,0.150741521,0.88,,0.104005166,0.88,,0.075928592,0.88,,0.094714098,0.88,,0.034519334,0.88,,0.057058214,0.88,,0.111897203,0.88,,0.030501719,0.88,,0.135877423,0.88,,0.02028234,0.88,,0.047698815,0.88,,0.02983761,0.88,,0.083618977,0.88,,0.02845677,0.88,,0.163214123,0.88,,0.02189856,0.88,,0.039757306,0.88
0.089594147,0.9,,0.05454643,0.89,,0.033672629,0.89,,0.050868878,0.89,,0.082801185,0.89,,0.120819938,0.89,,0.071625283,0.89,,0.125827491,0.89,,0.083333849,0.89,,0.162345835,0.89,,0.110770151,0.89,,0.05083238,0.89,,0.111963766,0.89,,0.045253044,0.89,,0.061270353,0.89,,0.137084994,0.89,,0.029307124,0.89,,0.025261244,0.89,,0.056687621,0.89,,0.137579826,0.89,,0.051074986,0.89
0.105286414,0.91,,0.046851132,0.9,,0.046375112,0.9,,0.15177264,0.9,,0.07572476,0.9,,0.070670478,0.9,,0.155045708,0.9,,0.120794615,0.9,,0.055466684,0.9,,0.115691201,0.9,,0.148905172,0.9,,0.098349847,0.9,,0.065899244,0.9,,0.126911778,0.9,,0.135123651,0.9,,0.101625314,0.9,,0.122944529,0.9,,0.039176919,0.9,,0.052012292,0.9,,0.036774273,0.9,,0.025767587,0.9
0.089757243,0.92,,0.061025381,0.91,,0.056203891,0.91,,0.096065904,0.91,,0.179312974,0.91,,0.078861134,0.91,,0.066062918,0.91,,0.13732939,0.91,,0.118479943,0.91,,0.158571487,0.91,,0.037873651,0.91,,0.165434594,0.91,,0.099428944,0.91,,0.094521272,0.91,,0.145079235,0.91,,0.016466553,0.91,,0.033952364,0.91,,0.187235112,0.91,,0.179723272,0.91,,0.061925616,0.91,,0.132174651,0.91
0.090678907,0.93,,0.179811776,0.92,,0.026654903,0.92,,0.046270894,0.92,,0.133257129,0.92,,0.082205546,0.92,,0.038460695,0.92,,0.168202632,0.92,,0.070255944,0.92,,0.147362728,0.92,,0.046402621,0.92,,0.134501493,0.92,,0.028670679,0.92,,0.079312838,0.92,,0.148579129,0.92,,0.050590284,0.92,,0.05010409,0.92,,0.040493277,0.92,,0.154471886,0.92,,0.101299296,0.92,,0.068237023,0.92
0.06101082,0.94,,0.070919177,0.93,,0.046581557,0.93,,0.135278292,0.93,,0.102960766,0.93,,0.042434322,0.93,,0.094145562,0.93,,0.164776765,0.93,,0.079458645,0.93,,0.169010186,0.93,,0.137904008,0.93,,0.132853872,0.93,,0.053658779,0.93,,0.067124777,0.93,,0.019586338,0.93,,0.183539066,0.93,,0.123506854,0.93,,0.023222733,0.93,,0.058237653,0.93,,0.076494108,0.93,,0.03188467,0.93
0.08533184,0.95,,0.09567787,0.94,,0.024988196,0.94,,0.018995561,0.94,,0.133147981,0.94,,0.048773792,0.94,,0.083244771,0.94,,0.02829958,0.94,,0.018836616,0.94,,0.023705684,0.94,,0.030284087,0.94,,0.053176856,0.94,,0.071683961,0.94,,0.016959503,0.94,,0.030044986,0.94,,0.077837541,0.94,,0.087763619,0.94,,0.116022968,0.94,,0.113682208,0.94,,0.01496346,0.94,,0.132127154,0.94
0.098746359,0.96,,0.062185769,0.95,,0.114318758,0.95,,0.052865123,0.95,,0.094739328,0.95,,0.0334336,0.95,,0.147957279,0.95,,0.019403202,0.95,,0.125737257,0.95,,0.174391368,0.95,,0.067706858,0.95,,0.182627138,0.95,,0.038954632,0.95,,0.115660104,0.95,,0.01988133,0.95,,0.174618828,0.95,,0.029712696,0.95,,0.089663968,0.95,,0.075969222,0.95,,0.064418274,0.95,,0.022392076,0.95
0.072557869,0.97,,0.115574558,0.96,,0.117375832,0.96,,0.075768586,0.96,,0.122772782,0.96,,0.023605439,0.96,,0.099071699,0.96,,0.048339156,0.96,,0.030491687,0.96,,0.042970965,0.96,,0.044019265,0.96,,0.175609221,0.96,,0.069123897,0.96,,0.100623002,0.96,,0.05277614,0.96,,0.17316623,0.96,,0.126772539,0.96,,0.164195537,0.96,,0.173586035,0.96,,0.151768725,0.96,,0.067315882,0.96
0.096072279,0.98,,0.065103406,0.97,,0.05801436,0.97,,0.03235418,0.97,,0.134769617,0.97,,0.066488824,0.97,,0.083579908,0.97,,0.051789597,0.97,,0.048757524,0.97,,0.13688489,0.97,,0.057481399,0.97,,0.152818161,0.97,,0.013766198,0.97,,0.029305797,0.97,,0.02875026,0.97,,0.085772593,0.97,,0.170121207,0.97,,0.117532798,0.97,,0.036237705,0.97,,0.044868233,0.97,,0.036760722,0.97
0.085107446,0.99,,0.061704257,0.98,,0.013591003,0.98,,0.125348275,0.98,,0.112079923,0.98,,0.154521691,0.98,,0.023266416,0.98,,0.051323308,0.98,,0.130927835,0.98,,0.113924357,0.98,,0.088962087,0.98,,0.101463981,0.98,,0.01620652,0.98,,0.020564112,0.98,,0.161096625,0.98,,0.169675472,0.98,,0.064732151,0.98,,0.180768896,0.98,,0.155005244,0.98,,0.021444757,0.98,,0.154838664,0.98
0.070887591,1,,0.117204501,0.99,,0.059125382,0.99,,0.044761276,0.99,,0.049313814,0.99,,0.166093947,0.99,,0.04183075,0.99,,0.164137944,0.99,,0.127485324,0.99,,0.097371385,0.99,,0.042015057,0.99,,0.043314081,0.99,,0.095813627,0.99,,0.012511513,0.99,,0.139483771,0.99,,0.075718789,0.99,,0.101270114,0.99,,0.111693356,0.99,,0.127843683,0.99,,0.047569174,0.99,,0.037591433,0.99
0.052146801,1.01,,0.13607658,1,,0.027682096,1,,0.049060108,1,,0.030234927,1,,0.110824508,1,,0.077660907,1,,0.028232099,1,,0.023175942,1,,0.05429902,1,,0.012545681,1,,0.059381633,1,,0.074314349,1,,0.131682355,1,,0.037671332,1,,0.035362458,1,,0.049110577,1,,0.163256363,1,,0.076639979,1,,0.106885798,1,,0.133655108,1
0.092753328,1.02,,0.069697852,1.01,,0.028918356,1.01,,0.148505114,1.01,,0.046119232,1.01,,0.140145061,1.01,,0.044123816,1.01,,0.056606903,1.01,,0.050188852,1.01,,0.011742753,1.01,,0.044160642,1.01,,0.026675845,1.01,,0.027107296,1.01,,0.052577238,1.01,,0.012785478,1.01,,0.01504404,1.01,,0.016182162,1.01,,0.125248929,1.01,,0.012303011,1.01,,0.060698353,1.01,,0.054105084,1.01
0.077685676,1.03,,0.021682671,1.02,,0.022355086,1.02,,0.137889819,1.02,,0.062593574,1.02,,0.055251126,1.02,,0.14308852,1.02,,0.085158087,1.02,,0.111982309,1.02,,0.164534158,1.02,,0.024962505,1.02,,0.02564551,1.02,,0.118446782,1.02,,0.108422595,1.02,,0.15586356,1.02,,0.162222954,1.02,,0.151355739,1.02,,0.105785707,1.02,,0.146284657,1.02,,0.024890028,1.02,,0.02665118,1.02
0.075973194,1.04,,0.161487912,1.03,,0.073221169,1.03,,0.139333517,1.03,,0.026091998,1.03,,0.053090228,1.03,,0.012019165,1.03,,0.170416962,1.03,,0.070010123,1.03,,0.099414389,1.03,,0.012187356,1.03,,0.094404879,1.03,,0.040102192,1.03,,0.148211383,1.03,,0.092172663,1.03,,0.062157832,1.03,,0.130625537,1.03,,0.035437228,1.03,,0.063493613,1.03,,0.036821059,1.03,,0.033014324,1.03
0.056527487,1.05,,0.099960427,1.04,,0.028255801,1.04,,0.098988234,1.04,,0.070484071,1.04,,0.0651119,1.04,,0.109970979,1.04,,0.094847862,1.04,,0.044357135,1.04,,0.016279957,1.04,,0.155912388,1.04,,0.039936571,1.04,,0.032177242,1.04,,0.042255995,1.04,,0.100485966,1.04,,0.121536769,1.04,,0.066249657,1.04,,0.11162462,1.04,,0.049906343,1.04,,0.085697094,1.04,,0.085424871,1.04
0.061158177,1.06,,0.019642069,1.05,,0.029987577,1.05,,0.107506326,1.05,,0.036410448,1.05,,0.043561844,1.05,,0.096930075,1.05,,0.061258313,1.05,,0.034010433,1.05,,0.105231052,1.05,,0.05334206,1.05,,0.016244852,1.05,,0.020706052,1.05,,0.062824747,1.05,,0.024310376,1.05,,0.166027929,1.05,,0.048053791,1.05,,0.036198555,1.05,,0.068629676,1.05,,0.016276383,1.05,,0.083397188,1.05
0.074600145,1.07,,0.097970194,1.06,,0.015691149,1.06,,0.016417047,1.06,,0.047063172,1.06,,0.09617198,1.06,,0.02416612,1.06,,0.09794418,1.06,,0.03594539,1.06,,0.117309804,1.06,,0.092574046,1.06,,0.012729362,1.06,,0.092123353,1.06,,0.089729173,1.06,,0.125135861,1.06,,0.01079644,1.06,,0.02803238,1.06,,0.080021964,1.06,,0.033945562,1.06,,0.0218302,1.06,,0.087566164,1.06
0.078669324,1.08,,0.144230346,1.07,,0.017848256,1.07,,0.0440605,1.07,,0.141889506,1.07,,0.04428732,1.07,,0.015965829,1.07,,0.099686979,1.07,,0.069788738,1.07,,0.031378301,1.07,,0.032380228,1.07,,0.022254846,1.07,,0.056742089,1.07,,0.011082597,1.07,,0.149064493,1.07,,0.079826777,1.07,,0.074518909,1.07,,0.094022329,1.07,,0.132114046,1.07,,0.083230653,1.07,,0.147630164,1.07
0.058678683,1.09,,0.032323542,1.08,,0.023586402,1.08,,0.058797546,1.08,,0.097656935,1.08,,0.152484161,1.08,,0.158645384,1.08,,0.031786273,1.08,,0.10108292,1.08,,0.163678373,1.08,,0.070358092,1.08,,0.116299541,1.08,,0.058102447,1.08,,0.059043105,1.08,,0.05793491,1.08,,0.056644084,1.08,,0.054811009,1.08,,0.031569028,1.08,,0.084808968,1.08,,0.065851527,1.08,,0.097922228,1.08
0.085178302,1.1,,0.013627103,1.09,,0.166245821,1.09,,0.009729936,1.09,,0.073929692,1.09,,0.030161305,1.09,,0.027698407,1.09,,0.032638431,1.09,,0.039304831,1.09,,0.041088403,1.09,,0.009834405,1.09,,0.009854879,1.09,,0.020712328,1.09,,0.160168846,1.09,,0.056935905,1.09,,0.126793954,1.09,,0.027361123,1.09,,0.048467684,1.09,,0.145951767,1.09,,0.077287356,1.09,,0.055781478,1.09
0.079941546,1.11,,0.035290046,1.1,,0.039637327,1.1,,0.040637556,1.1,,0.146823069,1.1,,0.071624167,1.1,,0.023891246,1.1,,0.131922615,1.1,,0.030906621,1.1,,0.028480606,1.1,,0.082065882,1.1,,0.148793552,1.1,,0.078848526,1.1,,0.063169653,1.1,,0.166516609,1.1,,0.018861533,1.1,,0.046850524,1.1,,0.115934609,1.1,,0.149480745,1.1,,0.123869758,1.1,,0.159961389,1.1
0.059432713,1.12,,0.055598238,1.11,,0.048231209,1.11,,0.082130065,1.11,,0.077421844,1.11,,0.111865139,1.11,,0.056207811,1.11,,0.021624901,1.11,,0.151579247,1.11,,0.023083994,1.11,,0.027074008,1.11,,0.030457451,1.11,,0.051099335,1.11,,0.040839766,1.11,,0.103867759,1.11,,0.149641614,1.11,,0.147593909,1.11,,0.00983802,1.11,,0.161363072,1.11,,0.136425712,1.11,,0.112887827,1.11
